Expected_Runs,Temp,Humidity,Rain,pitcher_SO,pitcher_DRA,pitcher_ERA,pitcher_PPF,pitcher_VORP,pitcher_FIP,pitcher_PVORP,pitcher_PWARP,pitcher_BASES_VS_AB,pitcher_hit_mult,def_H,def_HR,def_GB%,def_FB%,def_LD%,def_POP%,def_DP%,R_batter,TB_batter,SO_batter,RBI_batter,DP_batter,FB%_batter,GB%_batter,LD%_batter,POP%_batter,ISO_batter,AVG_batter,OBP_batter,SLG_batter,TAV_batter,BASES_VS_AB_batter,SDTHB_BAT,bat_SO,bat_RBI,bat_DP,bat_FB%,bat_GB%,bat_LD%,bat_POP%,bat_ISO,bat_AVG,bat_OBP,bat_SLG,bat_TAV,batter_BASES_VS_AB,hit_mult,H_SIDE_pit,1B_SIDE_pit,2B_SIDE_pit,3B_SIDE_pit,HR_SIDE_pit,TB_SIDE_pit,SO_SIDE_pit,BB_SIDE_pit,HBP_SIDE_pit,SF_SIDE_pit,SH_SIDE_pit,DP_SIDE_pit,FB%_SIDE_pit,GB%_SIDE_pit,LD%_SIDE_pit,POP%_SIDE_pit,ISO_SIDE_pit,AVG_SIDE_pit,OBP_SIDE_pit,SLG_SIDE_pit,TAV_SIDE_pit,DRA_SIDE_pit,DRA-_SIDE_pit,CFIP_SIDE_pit,BASES_VS_AB_pit,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA
3.8,4.0,35.0,0.0,0.31,2.31,1.71,88.0,59.0,2.02,57.9,6.0,0.33,0.33,1148.0,159.0,43.99,24.29,24.18,7.54,10.22,0.09,0.29,0.15,0.08,0.01,22.56,46.07,24.6,6.47,0.17,0.24,0.31,0.41,0.26,0.46,0.46,0.17,0.09,0.02,24.82,42.16,24.71,8.32,0.16,0.23,0.31,0.39,0.26,0.44,0.44,28.0,22.67,3.67,0.0,1.67,36.67,48.33,10.67,1.67,0.33,1.0,2.0,15.51,44.28,28.45,11.77,0.06,0.21,0.28,0.28,0.21,2.48,56.67,79.0,0.32,2.4,1.09,0.56,0.35,0.06,0.03,0.03,0.07,0.38,0.08,0.19,30.03,27.21,27.21,1.24,1.18,0.06,1.18,1.07
5.1,3.0,30.0,0.0,0.2,4.88,4.08,99.0,1.6,3.93,1.6,0.16,0.43,0.43,991.0,126.0,44.82,24.13,23.36,7.69,12.38,0.1,0.33,0.14,0.1,0.02,24.35,43.68,25.57,6.39,0.21,0.27,0.34,0.48,0.28,0.51,0.51,0.07,0.04,0.01,23.85,44.67,23.34,8.14,0.16,0.25,0.33,0.41,0.27,0.45,0.42,12.22,9.0,2.0,0.78,0.44,17.11,12.0,3.67,3.11,2.56,0.0,0.78,20.56,42.87,31.35,5.21,0.11,0.27,0.35,0.38,0.28,5.24,119.0,110.89,0.38,3.96,1.57,1.19,0.45,0.1,0.04,0.06,0.11,0.59,0.13,0.34,42.3,42.77,46.06,1.8,1.83,-0.04,2.02,1.89
4.6,4.0,39.0,1.0,0.27,4.16,4.19,90.0,11.1,3.9,9.8,1.02,0.44,0.44,1152.0,155.0,42.31,24.41,25.2,8.09,11.34,0.03,0.08,0.07,0.03,0.0,24.01,46.35,21.96,6.68,0.12,0.21,0.29,0.33,0.23,0.4,0.44,0.19,0.06,0.02,18.72,53.48,22.23,5.57,0.11,0.22,0.28,0.33,0.25,0.37,0.37,23.67,11.11,7.44,0.78,4.33,45.67,46.44,19.0,0.78,1.56,0.78,1.78,27.16,30.26,27.75,14.83,0.16,0.19,0.29,0.35,0.24,3.53,80.22,98.89,0.42,3.81,1.85,0.95,0.46,0.1,0.05,0.05,0.12,0.66,0.14,0.33,48.19,46.8,49.58,2.04,1.97,0.07,2.14,2.01
5.0,6.0,64.0,24.0,0.13,7.85,6.95,109.0,-19.7,6.04,-19.4,-2.02,0.6,0.6,1252.0,181.0,44.15,23.09,25.61,7.15,13.24,0.04,0.14,0.08,0.04,0.01,26.68,40.51,25.73,7.08,0.19,0.26,0.33,0.45,0.28,0.49,0.47,0.19,0.08,0.02,21.18,45.9,25.51,7.4,0.16,0.23,0.3,0.39,0.24,0.43,0.43,16.0,11.0,2.0,0.67,2.33,26.33,5.33,4.33,1.0,0.67,0.0,1.33,18.75,60.23,18.75,2.28,0.19,0.35,0.41,0.55,0.31,10.23,232.67,133.33,0.55,3.37,1.64,0.85,0.5,0.08,0.04,0.04,0.11,0.61,0.13,0.29,42.99,42.57,44.23,1.97,1.9,0.07,1.95,1.8
3.8,6.0,69.0,3.0,0.22,4.6,4.79,109.0,13.4,4.67,11.6,1.2,0.49,0.49,1122.0,150.0,47.02,20.92,25.74,6.32,13.57,0.04,0.13,0.08,0.04,0.01,21.93,46.19,23.62,7.25,0.17,0.23,0.29,0.4,0.24,0.45,0.4,0.09,0.04,0.01,21.79,43.58,29.13,5.5,0.18,0.27,0.34,0.46,0.27,0.5,0.4,35.67,19.67,7.0,2.67,6.33,67.0,31.33,14.0,0.33,2.0,1.33,4.0,25.76,33.53,31.38,9.34,0.23,0.27,0.34,0.49,0.29,5.72,130.33,115.33,0.53,3.5,1.36,1.01,0.41,0.09,0.04,0.06,0.1,0.53,0.12,0.28,34.32,33.15,37.44,1.72,1.54,0.18,1.61,1.52
4.4,3.0,87.0,48.0,0.21,4.02,4.38,101.0,14.3,4.31,14.4,1.49,0.5,0.5,1151.0,169.0,41.6,25.64,24.03,8.73,12.16,0.09,0.31,0.2,0.09,0.02,23.67,42.45,25.61,8.28,0.18,0.25,0.31,0.43,0.26,0.46,0.46,0.15,0.07,0.02,22.75,43.42,25.23,8.6,0.13,0.25,0.31,0.38,0.25,0.42,0.42,16.0,8.67,4.33,0.33,2.67,29.0,15.67,4.0,0.0,0.67,0.0,0.33,29.21,31.21,25.82,13.76,0.22,0.26,0.3,0.48,0.26,3.85,88.0,100.33,0.51,3.26,1.67,0.8,0.62,0.08,0.04,0.04,0.11,0.65,0.13,0.28,51.8,46.87,46.87,2.31,2.1,0.22,2.06,1.87
4.1,3.0,71.0,33.0,0.31,2.7,3.68,97.0,40.2,3.17,40.2,4.17,0.42,0.42,1150.0,156.0,43.15,24.64,25.33,6.88,14.0,0.03,0.1,0.07,0.03,0.0,26.03,42.82,21.63,9.52,0.13,0.25,0.32,0.38,0.26,0.43,0.48,0.14,0.07,0.02,23.39,48.55,22.71,5.35,0.13,0.24,0.3,0.38,0.24,0.41,0.41,24.67,14.89,5.44,0.44,3.89,42.67,44.11,11.33,0.56,0.89,0.44,0.44,27.41,38.83,26.51,7.24,0.2,0.26,0.33,0.46,0.27,3.22,73.67,96.11,0.5,3.07,1.18,0.92,0.44,0.08,0.03,0.05,0.08,0.46,0.1,0.26,34.49,35.2,35.91,1.45,1.52,-0.07,1.58,1.43
5.2,3.0,46.0,2.0,0.16,6.36,4.79,108.0,-17.0,4.89,-16.6,-1.72,0.51,0.51,1272.0,185.0,43.41,23.51,25.56,7.52,12.91,0.1,0.29,0.17,0.1,0.01,26.75,42.69,22.78,7.78,0.2,0.25,0.33,0.45,0.27,0.49,0.49,0.21,0.07,0.02,25.42,44.24,21.5,8.84,0.15,0.22,0.28,0.37,0.23,0.4,0.4,39.67,21.78,11.22,1.33,5.33,69.56,28.11,16.0,0.56,0.0,0.56,3.78,25.42,39.72,26.72,8.13,0.22,0.3,0.38,0.52,0.3,6.75,153.44,112.0,0.57,2.85,1.28,0.83,0.47,0.07,0.03,0.04,0.09,0.5,0.11,0.29,33.23,37.71,38.45,1.47,1.71,-0.24,1.69,1.58
4.4,3.0,61.0,33.0,0.15,6.03,6.17,100.0,-6.7,5.56,-7.8,-0.81,0.56,0.56,1223.0,188.0,45.12,22.78,25.36,6.74,11.58,0.09,0.28,0.15,0.08,0.01,22.86,45.68,24.05,7.11,0.15,0.25,0.31,0.4,0.26,0.44,0.44,0.06,0.03,0.01,26.47,42.66,24.91,5.96,0.14,0.24,0.33,0.38,0.25,0.44,0.43,40.22,23.67,7.89,1.11,7.56,73.0,19.0,12.11,0.44,1.44,2.44,1.0,24.5,42.65,25.26,7.6,0.25,0.31,0.37,0.56,0.33,6.41,146.11,118.0,0.58,3.54,1.67,0.86,0.53,0.09,0.04,0.05,0.1,0.57,0.12,0.3,42.99,42.99,41.77,1.89,1.89,-0.01,1.8,1.7
3.9,4.0,62.0,2.0,0.3,4.11,4.73,100.0,10.7,4.61,11.3,1.18,0.49,0.49,1043.0,141.0,48.45,21.9,23.83,5.82,13.12,0.04,0.1,0.06,0.03,0.0,22.43,44.11,27.15,5.31,0.17,0.25,0.33,0.42,0.27,0.48,0.44,0.17,0.07,0.02,22.1,47.69,24.35,5.86,0.16,0.21,0.29,0.37,0.24,0.42,0.42,11.67,7.44,1.78,0.0,2.44,20.78,21.0,7.89,0.56,0.44,0.0,0.89,32.13,40.83,20.23,6.8,0.22,0.23,0.34,0.44,0.29,1.78,40.44,80.56,0.5,3.92,1.5,1.15,0.48,0.1,0.04,0.06,0.1,0.57,0.13,0.32,36.52,39.6,40.92,1.66,1.74,-0.07,1.78,1.69
4.6,7.0,25.0,0.0,0.19,4.59,3.67,101.0,12.9,4.73,12.0,1.25,0.47,0.47,1047.0,132.0,46.37,21.65,25.69,6.28,13.5,0.03,0.11,0.06,0.03,0.0,18.16,49.91,24.49,6.44,0.16,0.24,0.3,0.4,0.25,0.46,0.43,0.06,0.03,0.01,20.68,44.11,25.66,9.56,0.17,0.26,0.32,0.43,0.27,0.46,0.45,35.33,22.22,7.22,0.22,5.67,60.0,35.89,15.44,2.56,0.0,1.78,4.67,29.74,38.77,26.98,4.52,0.15,0.23,0.31,0.39,0.25,3.58,81.56,101.44,0.43,3.74,1.59,0.88,0.42,0.1,0.04,0.06,0.08,0.49,0.11,0.28,32.58,35.2,35.57,1.42,1.53,-0.1,1.54,1.45
3.3,5.0,33.0,0.0,0.35,2.29,2.13,102.0,69.0,2.58,60.7,6.3,0.36,0.36,1072.0,156.0,43.45,24.21,23.55,8.8,10.87,0.15,0.42,0.3,0.15,0.02,23.01,43.59,24.72,8.38,0.16,0.24,0.31,0.4,0.26,0.45,0.45,0.14,0.08,0.01,20.9,47.11,25.2,6.8,0.16,0.26,0.33,0.42,0.27,0.45,0.45,23.78,11.22,8.44,1.44,2.67,43.11,59.89,9.33,2.0,0.0,0.0,1.89,24.71,35.72,24.42,15.15,0.13,0.17,0.23,0.29,0.19,1.7,38.22,68.56,0.33,2.13,0.79,0.68,0.3,0.06,0.02,0.03,0.06,0.33,0.08,0.18,25.47,24.72,25.73,1.11,1.06,0.05,1.11,1.0
5.2,4.0,33.0,0.0,0.3,2.6,2.05,97.0,44.6,3.25,43.6,4.52,0.38,0.38,991.0,126.0,44.82,24.13,23.36,7.69,12.38,0.04,0.13,0.07,0.04,0.0,28.18,40.69,22.46,8.67,0.24,0.26,0.34,0.49,0.28,0.54,0.5,0.2,0.1,0.03,20.27,46.47,26.91,6.36,0.15,0.26,0.33,0.41,0.27,0.45,0.45,21.67,11.56,6.0,0.44,3.67,39.56,36.22,10.67,0.0,0.44,1.0,3.0,23.91,42.98,26.23,6.89,0.12,0.16,0.22,0.28,0.18,3.18,72.44,92.44,0.33,3.0,1.18,0.9,0.34,0.08,0.03,0.05,0.08,0.44,0.1,0.26,32.0,32.36,34.84,1.36,1.39,-0.03,1.53,1.43
3.7,4.0,33.0,0.0,0.26,2.5,2.13,96.0,51.5,2.6,52.6,5.45,0.32,0.32,1096.0,133.0,46.55,21.91,23.86,7.68,13.77,0.08,0.27,0.17,0.08,0.02,24.83,44.1,22.78,7.99,0.16,0.22,0.3,0.39,0.26,0.44,0.44,0.21,0.08,0.02,21.19,46.86,23.88,8.08,0.16,0.22,0.3,0.38,0.25,0.43,0.43,27.78,22.44,3.56,0.0,1.78,36.67,36.22,9.67,0.44,1.0,1.0,4.44,18.7,53.86,20.57,6.88,0.07,0.2,0.25,0.27,0.18,2.4,54.11,78.56,0.31,2.49,1.0,0.69,0.32,0.06,0.03,0.04,0.07,0.38,0.08,0.21,26.94,25.83,27.22,1.16,1.15,0.01,1.18,1.11
4.8,7.0,32.0,0.0,0.24,5.45,5.37,107.0,-2.6,5.29,-2.3,-0.24,0.55,0.55,1272.0,185.0,43.41,23.51,25.56,7.52,12.91,0.09,0.25,0.13,0.08,0.02,23.55,45.27,23.52,7.65,0.17,0.26,0.34,0.43,0.28,0.47,0.47,0.07,0.03,0.01,20.11,49.04,24.52,6.32,0.12,0.25,0.31,0.37,0.24,0.41,0.42,29.44,13.56,5.44,0.11,10.33,66.11,48.89,8.44,1.11,0.0,0.11,4.56,29.12,39.86,22.96,8.06,0.26,0.21,0.26,0.47,0.24,3.47,79.33,91.0,0.5,2.86,1.28,0.83,0.47,0.07,0.03,0.04,0.09,0.5,0.11,0.29,33.33,37.82,38.57,1.47,1.71,-0.24,1.7,1.58
3.7,8.0,13.0,0.0,0.21,3.38,3.6,96.0,27.5,3.49,28.2,2.93,0.4,0.4,1043.0,145.0,46.71,21.8,24.15,7.34,10.51,0.04,0.13,0.08,0.04,0.0,23.83,45.14,23.9,6.13,0.2,0.24,0.3,0.44,0.26,0.49,0.43,0.09,0.03,0.01,19.77,49.37,24.9,5.96,0.13,0.2,0.26,0.34,0.23,0.37,0.42,37.86,23.71,8.14,0.0,6.0,64.0,38.29,8.57,0.0,3.43,1.14,4.57,25.61,48.42,23.04,2.93,0.15,0.23,0.26,0.38,0.25,2.56,58.14,83.43,0.4,3.97,1.14,1.35,0.44,0.11,0.03,0.08,0.09,0.45,0.11,0.3,31.41,32.57,32.57,1.31,1.38,-0.07,1.41,1.3
3.4,6.0,75.0,0.0,0.25,2.77,2.91,105.0,49.6,3.33,50.5,5.23,0.39,0.39,1085.0,162.0,43.16,25.0,24.63,7.2,14.12,0.1,0.31,0.16,0.1,0.02,26.61,40.96,24.66,7.77,0.2,0.26,0.33,0.46,0.28,0.49,0.49,0.06,0.03,0.01,29.16,39.86,21.63,9.35,0.17,0.26,0.33,0.43,0.26,0.48,0.47,29.62,20.75,3.25,0.0,5.62,49.75,44.0,5.25,0.38,0.0,0.0,4.88,20.58,47.7,25.05,6.68,0.13,0.2,0.23,0.33,0.19,2.46,56.12,80.25,0.35,2.62,0.71,0.96,0.23,0.07,0.02,0.05,0.06,0.3,0.08,0.2,16.64,18.98,20.28,0.75,0.83,-0.08,0.89,0.84
4.1,3.0,59.0,43.0,0.23,5.58,4.38,105.0,-4.6,4.19,-4.2,-0.44,0.48,0.48,1171.0,165.0,43.09,24.19,24.83,7.89,10.46,0.09,0.3,0.13,0.09,0.01,24.02,43.47,25.22,7.3,0.17,0.27,0.34,0.44,0.28,0.47,0.47,0.19,0.09,0.01,28.36,39.08,23.35,9.21,0.18,0.22,0.29,0.4,0.24,0.45,0.45,28.38,12.75,8.38,0.0,7.25,58.5,28.88,13.0,1.62,0.62,0.75,1.5,33.97,25.58,24.8,15.65,0.27,0.24,0.33,0.51,0.27,6.39,145.62,119.0,0.55,3.32,1.29,1.12,0.57,0.09,0.03,0.05,0.11,0.58,0.13,0.32,42.47,43.77,44.2,1.91,1.95,-0.04,1.95,1.8
5.6,2.0,56.0,30.0,0.18,7.99,8.07,102.0,-9.7,7.31,-9.7,-1.01,0.57,0.57,1124.0,156.0,41.62,25.3,24.42,8.66,10.38,0.09,0.28,0.16,0.08,0.02,25.42,41.3,24.86,8.41,0.19,0.24,0.32,0.43,0.26,0.48,0.48,0.2,0.09,0.02,23.22,42.64,25.76,8.37,0.18,0.24,0.3,0.42,0.26,0.45,0.45,18.25,9.75,3.25,0.75,4.5,36.5,14.75,12.0,2.75,1.5,0.75,0.75,38.15,33.95,21.9,6.02,0.27,0.27,0.4,0.54,0.31,8.78,199.75,130.75,0.58,5.04,2.38,1.27,0.76,0.13,0.06,0.07,0.14,0.81,0.17,0.45,59.51,61.91,63.72,2.57,2.78,-0.2,2.79,2.57
4.0,5.0,79.0,5.0,0.18,5.28,5.64,96.0,-0.1,5.08,0.1,0.01,0.49,0.49,1150.0,156.0,43.15,24.64,25.33,6.88,14.0,0.08,0.27,0.16,0.08,0.02,23.36,42.29,27.09,7.26,0.15,0.27,0.33,0.42,0.27,0.46,0.46,0.14,0.06,0.02,21.17,50.76,21.75,6.3,0.13,0.23,0.28,0.36,0.23,0.38,0.38,31.62,17.5,8.25,0.0,5.88,57.5,27.62,14.25,2.5,1.25,0.75,2.88,23.97,40.9,28.36,6.76,0.21,0.25,0.34,0.46,0.28,5.29,120.25,111.0,0.5,3.43,1.32,1.03,0.5,0.09,0.03,0.05,0.09,0.51,0.11,0.29,38.48,39.27,40.06,1.62,1.7,-0.08,1.77,1.59
4.6,2.0,56.0,2.0,0.22,4.72,3.31,93.0,10.1,3.58,6.5,0.67,0.39,0.39,1071.0,114.0,46.38,21.0,25.64,6.98,12.38,0.09,0.29,0.2,0.09,0.02,21.59,48.99,23.35,5.77,0.17,0.23,0.3,0.4,0.25,0.45,0.45,0.16,0.09,0.01,23.68,44.24,25.68,6.4,0.18,0.25,0.31,0.42,0.27,0.45,0.45,15.33,11.0,4.0,0.0,0.33,20.33,22.0,9.33,5.0,0.33,2.0,4.0,14.47,57.46,20.24,7.83,0.06,0.19,0.31,0.25,0.23,4.73,107.33,99.67,0.3,3.83,1.31,1.25,0.46,0.1,0.03,0.07,0.1,0.54,0.13,0.32,38.4,39.25,41.81,1.63,1.68,-0.05,1.8,1.63
4.7,5.0,78.0,4.0,0.14,6.85,4.5,107.0,-11.4,5.29,-11.4,-1.18,0.48,0.48,1252.0,181.0,44.15,23.09,25.61,7.15,13.24,0.09,0.28,0.16,0.08,0.02,26.21,38.73,26.14,8.92,0.18,0.25,0.32,0.43,0.27,0.47,0.47,0.07,0.04,0.01,25.22,47.53,21.28,5.97,0.17,0.24,0.31,0.4,0.25,0.45,0.44,32.22,21.78,5.89,0.0,4.56,51.78,18.67,8.44,3.11,0.56,0.0,4.11,17.86,51.71,26.54,3.9,0.18,0.29,0.35,0.46,0.28,7.55,172.11,116.22,0.49,3.17,1.54,0.8,0.47,0.08,0.04,0.04,0.1,0.58,0.12,0.27,40.44,40.06,41.61,1.85,1.78,0.07,1.83,1.7
4.4,3.0,88.0,96.0,0.22,5.91,4.7,100.0,-9.6,4.89,-9.4,-0.97,0.49,0.49,1264.0,172.0,43.82,23.06,26.19,6.94,12.02,0.07,0.26,0.17,0.07,0.02,23.78,41.5,26.03,8.69,0.14,0.23,0.29,0.38,0.24,0.41,0.41,0.08,0.03,0.01,22.45,45.88,24.19,7.48,0.13,0.25,0.32,0.38,0.25,0.41,0.39,30.5,18.5,4.5,1.0,6.5,56.5,33.0,8.62,2.0,0.62,0.62,1.62,31.2,41.21,20.19,7.4,0.2,0.23,0.29,0.43,0.24,5.06,115.0,106.5,0.45,2.87,1.4,0.74,0.34,0.07,0.04,0.04,0.09,0.51,0.11,0.26,34.67,34.67,36.11,1.53,1.5,0.04,1.59,1.54
4.3,4.0,90.0,31.0,0.25,4.45,4.31,99.0,9.1,3.66,9.1,0.94,0.46,0.46,991.0,126.0,44.82,24.13,23.36,7.69,12.38,0.1,0.29,0.17,0.1,0.01,26.75,42.69,22.78,7.78,0.2,0.25,0.33,0.45,0.27,0.49,0.49,0.07,0.03,0.01,23.83,44.56,23.54,8.08,0.14,0.24,0.32,0.38,0.26,0.43,0.4,38.78,26.33,7.56,0.0,4.89,61.0,48.89,12.22,2.67,0.11,0.0,7.44,25.26,42.53,22.15,10.05,0.14,0.24,0.31,0.38,0.23,4.59,104.78,108.89,0.42,3.14,1.24,0.94,0.36,0.08,0.03,0.05,0.09,0.47,0.1,0.27,33.5,33.87,36.48,1.43,1.45,-0.03,1.6,1.5
4.4,5.0,72.0,5.0,0.21,3.7,4.32,96.0,25.9,3.57,25.9,2.68,0.45,0.45,1150.0,156.0,43.15,24.64,25.33,6.88,14.0,0.04,0.14,0.08,0.04,0.01,21.65,45.87,25.52,6.97,0.14,0.25,0.31,0.39,0.25,0.43,0.43,0.06,0.03,0.01,22.08,48.6,23.05,6.28,0.12,0.25,0.31,0.37,0.25,0.4,0.43,41.75,29.12,9.75,0.0,2.88,60.12,36.38,10.38,1.62,0.62,0.0,5.75,19.76,47.22,28.72,4.3,0.12,0.27,0.31,0.39,0.24,3.42,77.75,90.38,0.41,3.04,1.17,0.91,0.44,0.08,0.03,0.05,0.08,0.45,0.1,0.26,34.17,34.87,35.57,1.44,1.51,-0.07,1.57,1.42
2.9,7.0,82.0,15.0,0.39,2.06,1.97,105.0,52.3,1.99,52.6,5.45,0.31,0.31,1047.0,135.0,44.49,23.39,24.13,7.99,9.98,0.03,0.08,0.06,0.02,0.01,20.63,49.09,22.47,7.81,0.11,0.23,0.31,0.34,0.25,0.4,0.42,0.14,0.1,0.02,22.91,44.72,24.23,8.14,0.2,0.26,0.32,0.46,0.27,0.49,0.49,33.75,19.5,7.38,0.62,6.25,61.12,64.75,12.62,3.25,1.88,0.0,3.12,23.74,42.28,23.79,10.2,0.13,0.21,0.27,0.34,0.22,2.56,57.88,85.25,0.37,2.89,0.89,0.95,0.29,0.08,0.02,0.05,0.07,0.34,0.08,0.23,20.61,24.14,25.32,0.93,1.04,-0.11,1.11,1.02
3.9,4.0,86.0,36.0,0.19,4.91,6.85,93.0,0.9,5.09,1.0,0.11,0.57,0.57,1096.0,133.0,46.55,21.91,23.86,7.68,13.77,0.08,0.27,0.17,0.08,0.02,24.83,44.1,22.78,7.99,0.16,0.22,0.3,0.39,0.26,0.44,0.44,0.19,0.07,0.01,22.14,46.95,20.87,10.04,0.14,0.21,0.29,0.35,0.24,0.4,0.4,16.67,10.89,3.44,0.44,1.89,26.67,11.11,4.78,1.56,0.56,0.0,1.11,24.94,28.5,34.08,12.49,0.19,0.33,0.4,0.52,0.33,4.21,95.44,105.56,0.54,4.25,1.71,1.17,0.55,0.11,0.04,0.07,0.12,0.65,0.14,0.35,45.91,44.02,46.39,1.98,1.96,0.01,2.01,1.89
5.1,7.0,25.0,0.0,0.31,2.82,2.97,94.0,32.6,3.71,31.9,3.3,0.39,0.39,1071.0,114.0,46.38,21.0,25.64,6.98,12.38,0.09,0.29,0.2,0.09,0.02,21.59,48.99,23.35,5.77,0.17,0.23,0.3,0.4,0.25,0.45,0.45,0.17,0.08,0.02,23.62,45.23,25.37,5.78,0.16,0.24,0.31,0.4,0.26,0.43,0.43,13.67,10.0,1.33,0.0,2.33,22.0,19.67,4.0,0.67,0.0,0.67,1.67,31.61,41.17,19.62,7.6,0.13,0.22,0.27,0.35,0.22,3.1,70.33,87.33,0.38,3.5,1.2,1.14,0.42,0.09,0.03,0.06,0.09,0.5,0.12,0.29,35.1,35.88,38.22,1.49,1.53,-0.04,1.65,1.49
5.5,7.0,25.0,0.0,0.19,6.89,5.21,106.0,-14.2,4.86,-14.1,-1.46,0.49,0.49,1272.0,185.0,43.41,23.51,25.56,7.52,12.91,0.09,0.25,0.13,0.08,0.02,23.55,45.27,23.52,7.65,0.17,0.26,0.34,0.43,0.28,0.47,0.47,0.21,0.07,0.02,25.42,44.24,21.5,8.84,0.15,0.22,0.28,0.37,0.23,0.4,0.4,18.33,14.67,2.22,0.44,1.0,24.44,12.89,8.11,1.67,2.22,0.0,2.0,20.56,32.66,38.37,8.41,0.1,0.31,0.39,0.41,0.29,7.84,178.44,120.11,0.45,6.21,2.79,1.81,1.02,0.16,0.07,0.09,0.2,1.09,0.23,0.62,72.39,82.15,83.77,3.2,3.72,-0.52,3.69,3.44
3.3,7.0,27.0,0.0,0.25,2.86,2.39,95.0,38.5,2.79,33.7,3.49,0.37,0.37,1043.0,145.0,46.71,21.8,24.15,7.34,10.51,0.04,0.13,0.08,0.04,0.0,23.83,45.14,23.9,6.13,0.2,0.24,0.3,0.44,0.26,0.49,0.43,0.15,0.08,0.01,19.95,47.66,24.74,7.66,0.13,0.25,0.33,0.37,0.26,0.42,0.42,24.25,15.25,5.38,0.0,3.62,40.5,30.12,6.62,0.0,0.0,0.0,2.25,19.22,43.01,29.4,8.37,0.17,0.25,0.28,0.42,0.25,4.12,93.62,96.0,0.45,3.16,0.91,1.07,0.35,0.09,0.02,0.06,0.07,0.36,0.09,0.24,25.02,25.95,25.95,1.04,1.1,-0.06,1.12,1.03
4.8,5.0,84.0,5.0,0.23,5.57,4.72,108.0,-3.6,5.24,-3.4,-0.35,0.5,0.5,1252.0,181.0,44.15,23.09,25.61,7.15,13.24,0.04,0.14,0.08,0.04,0.01,26.68,40.51,25.73,7.08,0.19,0.26,0.33,0.45,0.28,0.49,0.47,0.2,0.08,0.01,23.54,43.8,24.49,8.16,0.17,0.24,0.32,0.41,0.25,0.45,0.45,29.0,16.56,5.22,0.44,6.78,55.44,34.11,12.44,4.56,0.89,0.0,4.11,23.46,46.9,20.5,9.14,0.17,0.25,0.33,0.42,0.26,7.68,174.67,121.11,0.46,2.97,1.44,0.75,0.44,0.07,0.04,0.04,0.1,0.54,0.11,0.26,37.9,37.54,39.0,1.73,1.67,0.06,1.72,1.59
4.2,5.0,84.0,6.0,0.13,6.92,6.79,106.0,-10.5,7.88,-10.5,-1.09,0.64,0.64,1085.0,162.0,43.16,25.0,24.63,7.2,14.12,0.1,0.31,0.16,0.1,0.02,26.61,40.96,24.66,7.77,0.2,0.26,0.33,0.46,0.28,0.49,0.49,0.18,0.09,0.01,26.27,41.4,25.53,6.8,0.18,0.25,0.32,0.42,0.26,0.46,0.46,25.0,12.89,3.67,0.0,8.44,54.0,8.89,3.78,1.78,0.0,0.0,0.44,29.41,31.79,29.9,8.9,0.4,0.35,0.4,0.76,0.38,7.76,176.33,125.67,0.75,7.71,2.09,2.81,0.67,0.21,0.06,0.15,0.17,0.87,0.22,0.6,48.92,55.8,59.63,2.21,2.45,-0.24,2.61,2.48
4.1,5.0,82.0,7.0,0.21,3.84,2.96,107.0,25.5,3.81,25.6,2.66,0.41,0.41,1122.0,150.0,47.02,20.92,25.74,6.32,13.57,0.04,0.13,0.08,0.04,0.01,21.93,46.19,23.62,7.25,0.17,0.23,0.29,0.4,0.24,0.45,0.4,0.17,0.08,0.01,21.57,45.57,26.79,6.07,0.16,0.25,0.31,0.41,0.25,0.45,0.45,26.89,17.11,5.67,0.44,3.67,44.44,26.78,10.0,0.44,1.44,0.44,4.0,22.44,48.4,20.35,8.8,0.14,0.22,0.29,0.36,0.23,3.1,70.78,91.11,0.41,2.9,1.13,0.83,0.34,0.08,0.03,0.05,0.08,0.44,0.1,0.23,28.45,27.48,31.04,1.42,1.27,0.15,1.34,1.26
4.3,4.0,58.0,2.0,0.21,6.04,5.1,104.0,-8.7,4.76,-8.5,-0.88,0.48,0.48,1171.0,165.0,43.09,24.19,24.83,7.89,10.46,0.09,0.3,0.13,0.09,0.01,24.02,43.47,25.22,7.3,0.17,0.27,0.34,0.44,0.28,0.47,0.47,0.19,0.09,0.02,26.74,41.68,24.01,7.58,0.17,0.23,0.3,0.4,0.24,0.45,0.45,29.25,18.62,7.62,0.0,3.0,45.88,24.88,18.25,1.0,0.38,0.0,4.25,19.35,54.21,24.28,2.16,0.16,0.28,0.39,0.44,0.28,7.31,166.38,119.12,0.52,3.3,1.28,1.11,0.57,0.09,0.03,0.05,0.11,0.57,0.13,0.31,42.25,43.54,43.97,1.9,1.94,-0.04,1.94,1.79
